PC1,PC2
0.3402352327514028,-0.585981616874315
1.9177972125726888,-0.592415525576955
-0.8319255273530095,-0.2187740496307843
-0.9125530826476516,0.7318223801402158
-1.203308613013446,-2.1386717240762954
-1.8947764360008805,-0.3617893822481478
0.35067630471464106,0.750858589542787
-0.16745602428168696,-0.3974762567923981
1.4563900485782721,0.16322223223525067
0.1304232309825273,0.3182186075364361
2.933471880284246,0.8927741128905405
0.08175521186053195,0.042450890041579044
-0.23257279240066484,0.6919881825332873
-0.6538903853108059,-2.30190029303483
-0.6370196684589833,-1.405773050396098
2.3273020694731024,-0.5567658187364052
1.279119642491653,-0.18875546606381685
2.0284438270968987,0.7631513942700826
-0.9763504301953456,-0.3485645253851393
0.7464928102339774,-1.3253667438613228
-2.2036055378082358,1.4713528970053469
-0.1513046422524039,0.5203438121350049
-1.4163537684904703,-0.8012367496155544
0.24147047026755,-0.184547942819735
1.183120797122663,0.718191055118418
-0.8816164540218909,-0.045399436839155836
0.653878574290489,0.031377467987893766
0.30613503984377977,-0.14175138333407275
0.43765221435666707,-3.086724309121226
0.5273251111107703,1.1265044613614
-0.14550548329400428,-0.040707201439223774
-1.0164315255993779,0.6230695077801013
1.9535016377673042,1.096197459347094
0.20510236546272018,-0.6729538666771685
-0.6852945277838454,-0.0020957462852474987
0.1308767062830918,0.26173136041456224
-0.2575171795129859,0.803490505373211
0.7188391858196131,0.018933859230152342
0.8479586363890952,-0.6297833779499011
1.0959063626960872,0.3800841958102154
-1.0382829849924275,-0.06328094582984425
2.0454437557994076,0.37426810650254955
-0.4330627107925935,-0.175632511788811
0.286478899017865,-0.12845458086918296
-0.9760415963694832,-0.30949373620660053
1.3494078579719444,0.012458814686320617
-0.2811504441466869,1.0130418563061492
-1.2358472483370415,0.17263299040513058
-0.5529413032012378,-0.4384023734875104
-0.7744144707188486,-2.1850508250977048
-0.0005077794467779526,-1.2630870268894503
-0.26291742224940856,-0.7255691452659144
-1.3729042794999902,0.723370359888653
1.3814606411610197,0.8343358731179104
1.2194689940539092,-0.758995592921255
-0.10855632385466049,1.77091464203505
1.0350158869382993,0.08793376872752943
0.3958559164695984,-0.6483628581890367
1.0219541341291938,1.331267457760805
0.7485782958928723,0.5295419017624681
0.4000009784174163,0.11764921486744921
0.7467482038322615,-1.472308560005322
1.7275042549326707,-0.3380591309880784
0.34454904934230335,-1.2108760203388413
-3.0326572696043517,1.4490406240472065
0.8503931473302739,2.2315888690921692
-1.626808363379319,-0.7760291947745751
-1.2046319066089521,0.4391724775365329
0.16620373404810393,-0.3249002307932938
0.2329035133691855,-0.9560885697669722
1.944640556256007,-0.1931802398898909
0.4011256097493847,1.0929664269611863
-1.620721964882002,0.07424315031931748
-0.41663829698195076,1.2169868869759572
-0.2670651501106419,-1.5791268703353807
0.1325068026491318,0.6893090921206776
0.7315376725059002,0.09220891405608515
0.3244399978769924,-1.2071491714753233
1.4779687650229365,-0.7408341092643844
1.2497446829585028,-2.353545443081526
-1.3529768058059362,1.4205476504026249
-0.2825739520771614,0.008966293940457247
-2.4224361631870575,0.28992863244614253
-1.5918350750767345,-0.644529562343728
1.19488760990511,-0.8114161367797842
-1.4606298747425641,0.011324443524640463
0.13203694782697192,0.23489049215753594
1.683860679174822,-0.40803411336624645
0.8720895191155428,1.3832615460896793
1.758585487577012,1.460329772949247
-0.5700370734592685,-0.42594783709798706
-0.7114249556848976,0.3778818377699979
-0.11936860907895154,-1.5498637221024287
0.9826268666557118,0.35429813968675006
0.9801756727203633,-0.39320569620037554
-0.049456997419878766,-1.7596601176780995
-2.129776767198946,0.692813175164022
0.4988121440785855,-0.5185337420304473
0.9388511468970326,0.27391063081406
-0.8399233903634569,-0.2982947631931309
1.7752310711469006,-1.6827901451622385
-0.4665547371072502,0.384144228796028
-2.490731668183232,-0.20407050913918387
-0.7272377191060673,-0.48768366704385985
-1.891220457074093,0.5073862622624764
0.3027369779759751,1.0566391875771255
-1.018636676736086,2.0368732495961206
0.24679526018855527,-0.5031438985918291
0.8305034395716643,0.6870720099746861
